ROOM_ID,LENGTH,WIDTH
Storage 207,29,35
Parlor 1,42,5
Linen Closet 118,20,13
Music Room 6,27,10
Closet 244,42,26
Utility Room 137,11,23
Breakfast Area 172,24,23
Panic Room 181,22,42
Office 97,40,39
Panic Room 266,27,36
Wine Cellar 57,41,47
Keeping Room 235,38,31
Mud Room 126,30,16
Basement 318,38,38
Sun Room 232,15,10
Secret Room 64,13,15
Nursery 207,23,18
Attic 40,42,4
Exercise Room 144,16,38
Keeping Room 154,15,11
Bar 268,3,49
Office 132,16,42
Bedroom 250,33,20
Attic 120,41,20
Keeping Room 148,25,10
Music Room 93,38,14
Guest Bedroom 122,38,14
Exercise Room 150,18,7
Conservatory 248,3,32
Walkway 225,33,30
Breakfast Area 22,5,4
Conservatory 239,48,35
Exercise Room 234,12,17
Bar 321,5,8
Walk-in Closet 274,6,13
Closet 204,47,8
Walkway 13,6,27
Pantry 145,32,7
Dining Room 26,2,4
Powder Room 222,17,39
Foyer 265,30,12
Game Room 90,42,44
Powder Room 91,44,15
Game Room 57,4,42
Bedroom 235,43,4
Storage 307,26,11
Bathroom 30,22,13
Bar 190,26,44
Bathroom 9,46,7
Sun Room 332,3,26
Exercise Room 78,31,19
Linen Closet 336,10,8
Kitchen 121,37,3
Laundry Room 43,13,8
Game Room 71,46,14
Walkway 36,19,39
Linen Closet 83,36,1
Nook 212,16,26
Walk-in Closet 151,17,34
Bonus Room 194,16,5
Guest Bedroom 10,6,11
Exercise Room 116,50,4
Sun Room 79,39,4
Mud Room 199,32,14
Walkway 260,26,33
Ballroom 142,8,22
Bedroom 56,44,49
Panic Room 343,50,37
Dining Room 71,3,36
Utility Room 163,23,48
Dining Room 60,17,4
Kitchen 26,36,34
Garage 277,23,9
Mud Room 305,27,14
Utility Room 350,44,27
Utility Room 180,49,31
Walk-in Closet 262,10,26
Breakfast Area 6,37,35
Powder Room 241,9,24
Basement 11,50,30
Entryway 46,40,2
Theater 343,17,27
Guest Bathroom 173,29,11
Conservatory 29,33,10
Theater 308,25,30
Storage 256,23,42
Library 309,44,4
Study 68,28,17
Spare Room 79,10,7
Den 122,24,19
Secret Room 294,24,15
Study 279,6,17
Bonus Room 188,30,19
Game Room 198,48,27
Laundry Room 91,50,50
Loft 121,15,17
Walk-in Closet 39,20,39
Laundry Room 251,25,40
Hallway 5,1,16
Utility Room 201,36,38
Basement 76,31,30
Attic 124,49,39
Kitchen 174,21,9
Closet 349,41,31
Bathroom 101,40,25
Pantry 153,17,5
Foyer 187,8,31
Foyer 204,4,9
Theater 84,10,18
Closet 302,18,7
Hallway 178,14,40
Nursery 233,26,26
Attic 126,15,35
Living Room 125,32,25
Library 121,38,9
Ballroom 228,13,4
Utility Room 61,31,17
Bedroom 265,13,17
Dining Room 165,12,42
Library 111,41,38
Bar 215,18,17
Nursery 282,6,41
Theater 196,2,10
Basement 120,5,34
Mud Room 328,15,18
Foyer 335,30,17
Walk-in Closet 162,43,4
Entryway 258,26,8
Loft 124,4,48
Entryway 114,47,3
Entryway 62,8,18
Spare Room 265,50,27
Living Room 97,38,44
Pantry 186,14,30
Spare Room 20,13,17
Walk-in Closet 206,38,40
Kitchen 355,3,27
Panic Room 210,45,36
Mud Room 272,48,18
Kitchen 309,25,48
Guest Bathroom 166,4,8
Basement 306,15,32
Walkway 273,16,39
Panic Room 291,42,43
Foyer 35,46,32
Ballroom 216,37,39
Music Room 79,50,4
Den 250,44,46
Living Room 173,47,7
Keeping Room 38,42,49
Walkway 69,2,43
Kitchen 42,27,22
Theater 103,37,48
Ballroom 224,17,32
Foyer 80,43,34
Laundry Room 99,30,45
Kitchen 43,24,32
Bar 98,41,6
Utility Room 109,18,41
Kitchen 77,40,7
Guest Bathroom 129,22,43
Music Room 280,20,19
Nursery 290,12,24
Breakfast Area 76,6,27
Mud Room 200,25,21
Ballroom 346,15,15
Mud Room 355,9,18
Closet 50,44,3
Ballroom 154,10,49
Pantry 128,24,6
Ballroom 145,45,36
Bar 78,25,37
Walk-in Closet 101,24,20
Guest Bedroom 237,5,11
Bathroom 59,23,46
Kitchen 31,12,34
Hallway 304,4,4
Closet 179,12,11
Foyer 284,3,46
Music Room 169,20,15
Study 319,22,32
Spare Room 283,19,8
Closet 300,36,50
Sun Room 6,13,7
Bar 325,6,36
Powder Room 282,26,25
Nursery 326,11,15
Breakfast Area 92,4,48
Hallway 133,4,36
Linen Closet 129,29,14
Den 104,43,47
Secret Room 100,2,50
Nursery 87,48,30
Utility Room 102,32,46
Garage 147,43,37
Office 115,22,49
Panic Room 39,3,43
Utility Room 179,32,17
Guest Bedroom 57,3,43
Sun Room 270,14,13
Hallway 298,14,43
Walkway 18,20,15
Guest Bathroom 34,9,9
Hallway 146,5,49
Walkway 103,7,29
Panic Room 302,48,10
Powder Room 306,43,39
Hallway 143,10,28
Dining Room 265,46,36
Nook 139,19,37
Theater 162,27,42
Sun Room 265,33,44
Entryway 11,36,42
Walk-in Closet 309,16,42
Breakfast Area 326,10,40
Office 291,25,4
Nursery 184,37,32
Hallway 189,30,43
Storage 269,19,41
Library 105,39,39
Kitchen 152,37,37
Storage 247,18,30
Ballroom 323,49,38
Guest Bathroom 111,34,24
Secret Room 58,28,22
Walkway 48,2,44
Library 58,40,19
Bonus Room 160,23,49
Bonus Room 72,29,13
Walkway 89,15,35
Foyer 57,47,41
Walkway 152,16,49
Nook 24,2,13
Attic 139,38,30
Study 75,30,45
Laundry Room 64,35,36
Library 100,44,35
Bathroom 40,15,24
Keeping Room 276,36,30
Attic 175,28,11
Nook 262,41,27
Kitchen 89,5,12
Guest Bathroom 38,41,48
Secret Room 264,24,47
Nursery 283,28,47
Foyer 63,37,21
Pantry 64,49,30
Linen Closet 85,44,17
Loft 40,8,18
Pantry 319,18,22
Spare Room 216,2,25
Utility Room 6,40,9
Bonus Room 177,18,44
Secret Room 172,20,39
Bathroom 231,7,8
Utility Room 71,26,21
Loft 262,36,23
Guest Bedroom 159,12,37
Loft 73,31,32
Walkway 6,23,38
Pantry 353,19,46
Storage 286,7,34
Study 312,23,24
Basement 134,40,31
Office 303,13,32
Game Room 132,49,34
Keeping Room 244,41,50
Spare Room 173,25,18
Parlor 48,21,28
Bar 331,35,35
Entryway 288,3,21
Hallway 87,6,17
Keeping Room 222,23,19
Panic Room 293,16,38
Storage 1,1,3
Breakfast Area 135,45,32
Sun Room 240,23,43
Garage 301,45,37
Pantry 22,23,42
Keeping Room 5,44,40
Conservatory 88,45,8
Attic 253,4,40
Nook 188,38,37
Storage 120,28,7
Den 245,2,46
Living Room 156,2,18
Pantry 111,33,17
Dining Room 157,14,34
Music Room 32,34,44
Office 311,4,26
Attic 72,19,16
Dining Room 223,26,34
Kitchen 165,24,14
Bar 70,8,29
Bedroom 232,27,20
Walkway 20,25,32
Linen Closet 117,2,10
Sun Room 247,45,28
Library 86,46,5
Exercise Room 316,24,31
Basement 150,37,15
Pantry 252,29,18
Spare Room 30,8,33
Ballroom 58,12,39
Attic 115,17,15
Closet 339,13,25
Bedroom 328,23,30
Parlor 144,44,10
Bathroom 114,28,34
Nursery 236,5,32
Garage 320,29,20
Nursery 89,12,10
Dining Room 85,12,22
Secret Room 216,47,18
Guest Bathroom 79,44,16
Kitchen 335,47,44
Game Room 179,19,14
Storage 344,41,40
Spare Room 73,32,45
Secret Room 305,32,50
Living Room 74,3,1
Nursery 12,46,2
Exercise Room 111,44,8
Foyer 31,41,40
Spare Room 300,5,3
Nook 73,43,32
Breakfast Area 94,35,42
Guest Bathroom 181,42,44
Walkway 19,37,49
Wine Cellar 185,44,19
Living Room 225,1,16
Nursery 196,7,29
Wine Cellar 267,49,42
Storage 189,11,9
Walkway 40,46,34
Laundry Room 36,39,43
Ballroom 279,19,48
Library 287,9,19
Game Room 279,34,26
Sun Room 89,29,42
Game Room 109,26,30
Hallway 166,41,7
Mud Room 63,34,4
Library 347,21,28
Foyer 39,21,37
Sun Room 231,39,49
Pantry 80,44,3
Closet 287,19,17
Theater 209,25,45
Game Room 340,13,18
Nook 96,6,25
Living Room 104,27,16
Guest Bedroom 32,3,4
Guest Bedroom 230,44,12
Keeping Room 61,15,8
Music Room 302,37,39
Bathroom 29,12,36
Bathroom 69,27,23
Theater 223,44,14
Study 304,45,21
Laundry Room 226,24,13
Bar 216,37,45
Linen Closet 154,25,45
Utility Room 295,36,26
Breakfast Area 15,38,2
Panic Room 40,26,35
Loft 158,50,39
Nursery 191,9,44
Laundry Room 156,50,9
Guest Bedroom 173,25,29
Breakfast Area 195,33,10
Game Room 167,48,6
Bonus Room 49,30,22
Panic Room 116,42,21
Laundry Room 92,27,7
Wine Cellar 253,18,1
Storage 82,39,12
Study 199,15,4
Keeping Room 57,48,42
Music Room 125,8,26
Garage 353,8,38
Secret Room 157,41,29
Bathroom 276,24,27
Linen Closet 77,19,33
Entryway 91,32,45
Nook 190,20,21
Mud Room 323,31,6
Bonus Room 348,32,40
Garage 285,45,9
Bathroom 73,9,42
Walk-in Closet 120,24,42
Ballroom 334,11,23
Garage 28,2,9
Utility Room 227,2,8
Living Room 339,1,22
Walkway 356,17,46
Loft 255,39,41
Pantry 49,15,3
Breakfast Area 41,34,18
Game Room 118,12,8
Study 64,47,44
Keeping Room 152,1,24
Walk-in Closet 325,23,29
Dining Room 204,14,2
Walk-in Closet 223,29,25
Living Room 303,20,50
Kitchen 336,8,46
Guest Bathroom 292,1,15
Powder Room 24,27,46
Attic 27,9,6
Pantry 288,11,4
Library 128,37,34
Linen Closet 162,35,48
Bonus Room 148,29,28
Entryway 121,31,6
Foyer 194,8,35
Game Room 22,41,37
Wine Cellar 101,36,33
Music Room 21,48,26
Nursery 26,8,25
Parlor 103,32,48
Music Room 139,10,22
Conservatory 75,3,42
Study 134,23,4
Nursery 68,19,26
Guest Bedroom 308,1,23
Theater 345,50,47
Dining Room 191,3,44
Garage 297,17,19
Secret Room 33,2,11
Nursery 187,36,3
Study 165,37,50
Walkway 169,13,39
Bathroom 80,35,32
Breakfast Area 133,34,9
Nursery 60,41,33
Mud Room 98,24,43
Bathroom 34,46,4
Attic 15,40,40
Nook 95,34,8
Secret Room 324,3,4
Bedroom 333,3,7
Garage 169,27,38
Nursery 106,48,27
Theater 315,38,41
Entryway 208,13,5
Basement 171,17,46
Ballroom 30,30,16
Walk-in Closet 161,30,22
Foyer 124,33,25
Powder Room 122,27,14
Panic Room 14,44,21
Study 203,5,49
Storage 158,18,50
Walkway 334,12,34
Kitchen 6,21,44
Storage 71,35,39
Laundry Room 177,33,12
Den 2,49,35
Bedroom 188,25,28
Storage 162,38,17
Theater 14,47,12
Guest Bedroom 353,47,35
Library 56,47,32
Exercise Room 337,9,17
Breakfast Area 240,12,16
Walkway 171,32,10
Library 353,33,40
Nook 160,16,40
Loft 109,43,15
Den 68,42,48
Wine Cellar 353,24,25
Breakfast Area 21,44,4
Dining Room 324,31,43
Pantry 213,37,50
Closet 31,47,44
Laundry Room 95,44,26
Utility Room 275,13,15
Spare Room 335,20,41
Attic 343,26,10
Dining Room 307,5,34
Mud Room 128,50,15
Guest Bedroom 302,18,5
Mud Room 211,14,43
Parlor 154,42,21
Laundry Room 55,41,50
Hallway 124,6,50
Walkway 114,10,2
Dining Room 345,36,28
Garage 54,2,32
Storage 81,1,38
Attic 303,46,4
Library 356,23,11
Panic Room 90,19,49
Walkway 266,8,25
Sun Room 176,18,11
Den 199,14,46
Bar 175,41,31
Foyer 92,6,32
Bonus Room 113,44,32
Kitchen 285,49,5
Music Room 301,19,7
Closet 29,1,35
Theater 279,11,12
Bonus Room 307,49,40
Ballroom 45,32,50
Hallway 270,20,21
Spare Room 67,29,49
Pantry 85,12,2
Bar 134,14,10
Den 184,48,46
Hallway 201,5,18
Utility Room 301,32,2
Parlor 308,28,35
Linen Closet 195,48,28
Ballroom 75,42,49
Closet 98,5,23
Study 194,35,49
Sun Room 237,25,32
Den 136,34,46
Garage 355,4,10
Garage 236,33,39
Secret Room 222,19,31
Parlor 294,35,2
Den 230,17,15
Closet 255,39,34
Utility Room 344,28,44
Walkway 185,36,27
Utility Room 118,7,33
Bathroom 254,37,44
Bathroom 149,15,29
Closet 257,2,7
Utility Room 150,49,11
Entryway 35,38,35
Exercise Room 153,28,37
Conservatory 2,7,28
Game Room 324,46,14
Conservatory 337,26,10
Secret Room 118,37,42
Nook 38,29,44
Sun Room 308,22,44
Loft 150,20,31
Office 36,23,32
Library 197,43,23
Parlor 194,47,49
Spare Room 132,37,4
Wine Cellar 11,19,11
Linen Closet 192,14,45
Bar 286,27,47
Spare Room 141,22,33
Living Room 343,6,27
Parlor 343,45,31
Pantry 329,39,31
Parlor 331,43,27
Bonus Room 337,35,32
Garage 106,24,36
Nursery 30,20,24
Parlor 147,16,22
Spare Room 271,10,47
Loft 169,15,17
Music Room 46,23,28
Closet 66,13,28
Nook 158,45,23
Walk-in Closet 197,46,10
Attic 266,8,40
Exercise Room 24,14,15
Pantry 25,37,45
Bathroom 232,8,49
Breakfast Area 14,7,45
Basement 43,37,35
Wine Cellar 187,39,2
Parlor 305,7,18
Pantry 76,23,6
Pantry 267,16,37
Foyer 279,8,32
Attic 288,29,22
Game Room 115,8,47
Entryway 341,28,32
Music Room 223,25,29
Panic Room 263,25,24
Utility Room 245,28,15
Conservatory 108,41,8
Panic Room 349,43,42
Garage 162,9,26
Living Room 181,24,15
Theater 152,43,24
Wine Cellar 139,24,31
Music Room 123,47,5
Den 240,38,45
Parlor 118,42,12
Music Room 94,40,18
Bedroom 92,20,50
Linen Closet 220,42,21
Breakfast Area 26,42,30
Pantry 144,21,13
Nursery 6,17,38
Walk-in Closet 14,13,3
Attic 267,28,33
Study 220,36,13
Guest Bedroom 89,10,43
Bathroom 197,17,47
Foyer 262,48,40
Kitchen 263,29,24
Music Room 309,5,18
Storage 103,31,16
Garage 166,35,29
Music Room 189,26,47
Den 144,46,49
Mud Room 339,34,14
Loft 96,20,6
Walkway 227,12,8
Guest Bedroom 12,36,18
Parlor 19,11,5
Breakfast Area 16,3,27
Office 17,46,43
Dining Room 23,9,44
Den 6,32,46
Storage 174,22,2
Entryway 283,32,27
Entryway 291,16,16
Guest Bedroom 128,26,36
Laundry Room 295,2,15
Spare Room 98,21,14
Breakfast Area 11,42,21
Office 273,3,43
Nook 316,45,46
Breakfast Area 232,46,1
Walkway 207,7,20
Library 63,31,40
Dining Room 80,38,35
Nook 284,35,36
Nursery 158,17,9
Conservatory 276,27,23
Bedroom 78,34,27
Theater 27,22,35
Bedroom 187,10,32
Storage 121,40,30
Utility Room 212,24,42
Ballroom 300,43,41
Closet 58,26,18
Closet 225,36,14
Study 283,19,30
Basement 67,49,27
Linen Closet 309,39,42
Entryway 234,2,13
Keeping Room 232,18,3
Hallway 171,48,40
Parlor 30,47,12
Closet 348,25,42
Guest Bedroom 170,9,22
Bathroom 38,5,34
Laundry Room 250,31,24
Keeping Room 294,5,27
Closet 146,30,37
Study 260,8,37
Entryway 253,11,7
Guest Bathroom 354,49,25
Guest Bathroom 326,32,26
Entryway 32,48,20
Entryway 25,27,38
Bedroom 113,19,39
Bedroom 101,24,10
Closet 342,10,30
Bar 261,3,40
Theater 278,35,34
Laundry Room 144,10,38
Bedroom 168,6,38
Pantry 82,28,49
Dining Room 244,23,44
Loft 46,48,6
Powder Room 129,18,29
Music Room 157,46,33
Bedroom 338,29,24
Dining Room 95,13,17
Dining Room 22,42,2
Powder Room 244,3,1
Nursery 336,23,47
Conservatory 316,17,22
Dining Room 118,34,14
Loft 257,27,3
Mud Room 291,23,32
Basement 2,34,47
Storage 154,19,41
Basement 337,2,1
Den 203,19,37
Nook 64,32,40
Walk-in Closet 289,36,20
Library 307,43,37
Kitchen 81,46,11
Nook 34,39,8
Mud Room 274,19,9
Foyer 182,36,25
Keeping Room 166,28,17
Mud Room 241,40,43
Breakfast Area 176,36,28
Attic 57,14,35
Wine Cellar 119,6,32
Den 133,28,18
Nook 197,32,34
Guest Bathroom 20,16,26
Laundry Room 106,27,25
Linen Closet 242,36,12
Wine Cellar 124,4,40
Foyer 89,43,3
Exercise Room 305,13,16
Mud Room 321,10,34
Sun Room 53,3,4
Powder Room 85,25,9
Powder Room 284,15,9
Exercise Room 161,25,46
Ballroom 299,10,9
Entryway 295,31,10
Linen Closet 24,33,28
Secret Room 65,33,3
Bonus Room 181,10,25
Dining Room 66,31,17
Nursery 249,23,23
Storage 245,44,24
Garage 118,47,20
Parlor 54,32,50
Keeping Room 202,4,15
Bonus Room 201,18,45
Theater 251,16,4
Nursery 297,39,18
Closet 83,43,16
Guest Bathroom 182,3,32
Ballroom 214,27,11
Hallway 243,16,32
Garage 328,40,21
Utility Room 108,5,49
Powder Room 188,39,4
Den 228,22,8
Foyer 290,21,43
Office 232,3,35
Game Room 114,47,36
Panic Room 258,46,13
Sun Room 76,25,6
Office 101,47,20
Walk-in Closet 140,40,31
Dining Room 256,50,20
Dining Room 326,42,22
Laundry Room 5,10,46
Guest Bathroom 77,23,46
Keeping Room 209,13,5
Exercise Room 350,17,21
Guest Bedroom 266,45,40
Breakfast Area 79,11,20
Powder Room 148,5,2
Living Room 257,32,29
Attic 66,37,33
Den 155,21,50
Attic 333,3,29
Powder Room 168,47,33
Nursery 132,20,31
Kitchen 124,24,45
Music Room 218,33,30
Hallway 51,34,3
Music Room 304,12,14
Living Room 296,45,8
Garage 322,1,35
Bathroom 179,8,34
Spare Room 32,9,49
Wine Cellar 122,20,5
Living Room 67,29,48
Foyer 210,7,17
Nursery 344,41,7
Den 255,12,40
Guest Bathroom 246,15,3
Loft 86,3,45
Entryway 145,22,4
Utility Room 269,24,16
Storage 142,22,22
Bathroom 282,34,32
Living Room 274,9,15
Foyer 136,18,6
Secret Room 166,24,24
Bathroom 108,38,15
Bathroom 203,46,47
Garage 228,7,9
Kitchen 203,8,31
Keeping Room 346,10,30
Ballroom 124,27,13
Den 149,41,38
Library 93,30,40
Foyer 134,12,12
Sun Room 41,27,39
Bonus Room 298,38,19
Pantry 339,41,15
Study 143,42,17
Spare Room 44,45,45
Breakfast Area 73,46,8
Walk-in Closet 283,34,44
Bonus Room 254,15,43
Storage 138,43,34
Bedroom 198,7,50
Powder Room 177,14,5
Hallway 321,6,45
Bedroom 58,46,42
Bedroom 170,6,50
Exercise Room 52,42,41
Powder Room 281,36,35
Walk-in Closet 112,16,3
Kitchen 2,5,34
Basement 349,4,6
Office 61,46,44
Pantry 86,27,45
Garage 218,42,49
Kitchen 240,46,22
Bedroom 50,47,26
Game Room 107,36,9
Sun Room 49,48,42
Garage 142,44,16
Loft 126,24,37
Mud Room 51,34,43
Game Room 75,34,15
Loft 56,14,30
Walkway 281,40,8
Mud Room 114,9,13
Guest Bedroom 227,49,41
Panic Room 9,8,34
Hallway 268,22,26
Walk-in Closet 230,9,11
Office 49,16,23
Conservatory 353,40,50
Storage 80,28,3
Attic 187,7,15
Study 50,8,5
Sun Room 283,27,21
Living Room 174,41,37
Laundry Room 276,39,4
Linen Closet 294,20,18
Pantry 165,13,39
Linen Closet 48,33,7
Bar 116,19,30
Bar 345,20,44
Music Room 25,46,32
Study 65,18,36
Storage 70,39,3
Wine Cellar 232,1,3
Study 255,50,41
Bar 238,4,33
Living Room 149,41,12
Breakfast Area 255,10,11
Theater 277,14,30
Attic 110,11,48
Music Room 239,19,48
Spare Room 290,20,19
Powder Room 167,9,4
Closet 62,48,13
Walk-in Closet 225,45,48
Linen Closet 60,44,34
Spare Room 308,28,34
Living Room 337,46,14
Secret Room 265,25,45
Secret Room 346,39,23
Parlor 250,6,17
Panic Room 217,2,12
Living Room 146,16,44
Game Room 138,12,41
Attic 71,35,30
Mud Room 262,34,4
Office 283,32,8
Bonus Room 195,43,48
Bedroom 153,8,35
Walkway 70,3,48
Game Room 83,22,33
Closet 77,19,15
Kitchen 268,19,31
Nursery 291,21,24
Loft 128,10,35
Laundry Room 350,9,30
Dining Room 117,46,34
Guest Bathroom 335,31,23
Library 73,16,42
Wine Cellar 332,19,28
Nook 346,3,28
Entryway 128,13,42
Breakfast Area 78,7,24
Nook,22,18
Kitchen 192,10,7
Secret Room 192,31,34
Foyer,15,29
Pantry 69,43,2
Ballroom 251,47,28
Nursery 323,40,41
Closet 328,39,28
Pantry 39,30,29
Bonus Room 316,38,22
Loft 17,44,47
Bedroom 82,41,6
Loft 69,2,5
Guest Bedroom 140,32,17
Walk-in Closet 65,18,50
Bathroom 235,16,33
Guest Bathroom 323,25,5
Pantry 193,27,36
Wine Cellar 33,8,15
Guest Bathroom 67,17,46
Guest Bathroom 82,19,49
Parlor 43,6,41
Sun Room 350,15,33
Pantry 96,6,16
Pantry 52,17,3
Dining Room 221,17,16
Powder Room 170,26,7
Living Room 250,11,6
Mud Room 327,40,21
Basement 42,5,10
Bedroom 256,29,34
Storage 221,7,48
Bonus Room 226,23,4
Mud Room 349,21,17
Bathroom 296,45,30
Wine Cellar 115,41,15
Guest Bathroom 252,9,40
Nook 172,29,37
Kitchen 242,35,3
Office 341,8,50
Breakfast Area 237,2,32
Parlor 58,14,35
Sun Room 24,39,31
Nursery 339,18,2
Office 309,47,1
Entryway 152,17,50
Bedroom 344,24,31
Office 150,15,23
Bar 193,4,29
Panic Room 48,33,32
Basement 298,13,23
Guest Bathroom 352,42,17
Breakfast Area 50,32,35
Foyer 224,14,36
Secret Room 71,50,32
Guest Bedroom 284,29,12
Music Room 255,35,23
Garage 13,45,44
Basement 13,22,37
Theater 273,26,32
Wine Cellar 10,14,2
Utility Room 127,43,45
Secret Room 199,10,27
Walkway 190,26,25
Garage 213,38,43
Secret Room 45,37,48
Foyer 175,46,37
Attic 5,32,18
Entryway 205,1,1
Sun Room 100,19,2
Walk-in Closet 322,32,29
Sun Room 339,7,9
Utility Room 196,48,16
Keeping Room 340,11,41
Dining Room 331,23,22
Keeping Room 17,24,17
Panic Room 143,17,47
Exercise Room 77,30,41
Office 227,31,17
Linen Closet 198,15,10
Office 287,8,9
Attic 118,31,43
Garage 131,1,21
Panic Room 52,21,37
Theater 57,25,48
Sun Room 295,14,10
Breakfast Area 111,46,39
Keeping Room 91,37,28
Nursery 253,1,22
Sun Room 235,50,36
Powder Room 161,7,18
Guest Bedroom 242,10,31
Library 33,14,13
Walkway 117,37,26
Hallway 16,28,23
Wine Cellar 294,2,13
Conservatory 324,25,7
Conservatory 85,25,17
Guest Bathroom 37,27,29
Walk-in Closet 52,24,21
Bar 177,2,8
Study 311,14,27
Dining Room 210,3,27
Powder Room 240,20,8
Bonus Room 267,8,32
Spare Room 241,5,6
Basement 255,1,40
Conservatory 10,43,16
Laundry Room 40,14,4
Exercise Room 261,1,14
Entryway 290,30,35
Utility Room 22,18,7
Pantry 227,47,10
Music Room 167,24,31
Breakfast Area 213,45,11
Ballroom 98,17,17
Study 154,21,39
Hallway 233,23,25
Mud Room 279,41,4
Bar 186,45,28
Panic Room 187,26,46
Secret Room 137,35,26
Utility Room 36,32,37
Bathroom 259,10,11
Living Room 132,36,2
Theater 91,33,1
Bathroom 196,34,2
Library 24,3,7
Walk-in Closet 88,42,10
Loft 313,21,9
Exercise Room 213,44,26
Dining Room 27,43,38
Bar 196,5,14
Attic 145,31,19
Garage 76,42,41
Exercise Room 217,20,36
Mud Room 156,39,28
Foyer 286,34,47
Kitchen 48,24,9
Closet 247,31,14
Breakfast Area 201,38,38
Pantry 141,47,16
Bedroom 312,8,49
Guest Bathroom 135,24,10
Office 214,25,24
Bar 53,19,34
Sun Room 38,33,18
Dining Room 198,15,36
Hallway 160,38,27
Walkway 145,4,13
Kitchen 326,26,11
Theater 35,24,31
Kitchen 349,42,11
Utility Room 224,30,23
Panic Room 65,28,43
Entryway 38,49,23
Bar 110,47,10
Secret Room 154,47,5
Powder Room 21,47,47
Spare Room 156,20,7
Bedroom 136,26,5
Office 211,33,21
Powder Room 218,5,6
Entryway 47,12,41
Hallway 109,36,1
Nook 236,39,38
Garage 318,30,3
Entryway 342,40,1
Panic Room 10,34,36
Pantry 6,28,33
Guest Bathroom 159,32,48
Hallway 213,27,41
Powder Room 296,49,45
Closet 239,23,46
Spare Room 28,16,49
Conservatory 53,5,30
Loft 209,24,39
Exercise Room 172,47,10
Conservatory 250,7,49
Storage 147,7,40
Powder Room 230,11,40
Game Room 186,47,15
Secret Room 61,35,34
Kitchen 332,34,47
Conservatory 311,49,37
Parlor 334,34,30
Guest Bedroom 342,40,21
Conservatory 62,41,1
Walkway 170,21,38
Ballroom 44,22,45
Library 275,13,21
Loft 236,45,9
Bedroom 286,27,41
Guest Bathroom 340,19,45
Mud Room 174,29,9
Panic Room 126,50,17
Bedroom 259,14,1
Bonus Room 58,32,6
Bar 112,8,50
Walkway 326,5,17
Theater 340,1,6
Breakfast Area 85,28,27
Exercise Room 322,24,8
Attic 53,43,25
Utility Room 42,19,28
Secret Room 296,17,19
Bedroom 40,1,30
Secret Room 335,46,50
Walkway 331,28,34
Basement 249,22,1
Breakfast Area 175,44,46
Library 212,7,8
Walkway 226,5,34
Closet 47,9,44
Spare Room 17,4,32
Study 186,4,13
Kitchen 253,50,24
Laundry Room 98,26,22
Laundry Room 212,10,2
Pantry 270,9,21
Hallway 142,11,11
Secret Room 47,25,9
Living Room 268,7,39
Nook 282,1,28
Spare Room 242,15,48
Secret Room 266,38,34
Parlor 16,8,17
Foyer 217,30,3
Laundry Room 59,14,15
Nursery 65,25,32
Music Room 325,1,29
Bar 81,15,11
Spare Room 38,39,8
Bar 310,36,18
Nook 5,2,3
Storage 136,4,7
Linen Closet 63,47,14
Linen Closet 124,27,31
Music Room 209,50,13
Nook 289,22,17
Library 266,5,14
Panic Room 95,25,27
Dining Room 226,46,32
Nursery 15,44,29
Sun Room 303,40,45
Ballroom 16,36,34
Entryway 88,7,47
Garage 130,32,46
Closet 280,32,10
Utility Room 262,37,33
Bathroom 75,39,33
Foyer 237,29,23
Walkway 294,38,14
Music Room 220,25,36
Living Room 21,25,30
Nook 109,43,9
Hallway 13,14,27
Mud Room 91,22,37
Exercise Room 241,38,20
Loft 265,22,12
Utility Room 214,42,15
Nursery 123,35,10
Bathroom 217,12,38
Dining Room 313,33,2
Keeping Room 259,29,46
Spare Room 107,46,3
Bar 130,36,9
Mud Room 231,38,22
Closet 129,30,11
Entryway 206,12,41
Dining Room 127,8,3
Storage 44,44,27
Basement 346,13,13
Library 176,40,46
Basement 140,21,21
Walk-in Closet 246,36,21
Conservatory 72,16,9
Spare Room 82,40,16
Music Room 62,26,7
Storage 216,33,11
Guest Bathroom 289,29,13
Spare Room 103,45,21
Study 347,42,24
Ballroom 108,24,21
Guest Bedroom 300,15,47
Bar 206,44,19
Library 274,32,23
Den 310,19,42
Mud Room 263,1,34
Bonus Room 55,41,12
Storage 91,1,40
Walk-in Closet 80,6,15
Closet 313,24,48
Office 244,2,40
Wine Cellar 49,34,8
Bonus Room 29,39,14
Sun Room 185,38,43
Wine Cellar 186,24,34
Mud Room 1,25,19
Entryway 122,47,8
Office 21,7,44
Laundry Room 268,28,29
Basement 290,13,21
Guest Bathroom 290,19,34
Exercise Room 6,28,17
Foyer 46,36,15
Breakfast Area 181,48,29
Music Room 128,29,24
Storage 234,9,13
Pantry 32,46,15
Game Room 153,4,16
Guest Bathroom 299,28,40
Game Room 285,20,31
Powder Room 139,44,13
Laundry Room 334,38,22
Sun Room 23,19,45
Office 43,34,40
Living Room 199,45,24
Pantry 166,23,35
Linen Closet 149,29,46
Entryway 80,38,42
Study 114,35,39
Entryway 66,2,22
Dining Room 257,43,34
Foyer 225,43,23
Panic Room 312,13,45
Office 82,13,42
Kitchen 301,20,45
Basement 62,46,45
Bonus Room 121,44,47
Bathroom 212,3,9
Ballroom 39,14,2
Office 208,30,11
Sun Room 186,25,29
Living Room 167,11,17
Game Room 60,22,1
Office 46,30,35
