ROOM_ID,LENGTH,WIDTH
Bedroom 395,17,32
Parlor 352,22,6
Library 1416,42,13
Entryway 355,39,38
Powder Room 416,35,41
Bar 548,49,44
Bathroom 748,40,23
Nook 360,45,25
Walk-in Closet 179,13,34
Keeping Room 906,9,43
Bar 1118,20,44
Nook 788,9,39
Basement 1212,17,3
Bathroom 1297,25,48
Ballroom 996,25,18
Linen Closet 890,32,9
Entryway 1396,27,33
Living Room 1409,36,6
Bar 884,13,25
Office 808,30,16
Breakfast Area 697,27,1
Garage 936,7,8
Foyer 78,27,7
Walkway 1251,36,4
Keeping Room 882,29,24
Closet 966,41,43
Breakfast Area 1287,19,6
Theater 702,42,3
Living Room 1250,40,49
Spare Room 1307,7,3
Hallway 1005,28,8
Guest Bedroom 1088,46,16
Closet 1370,10,31
Bedroom 326,5,28
Utility Room 1079,24,41
Study 391,21,50
Exercise Room 931,6,39
Closet 1250,21,3
Kitchen 554,25,39
Ballroom 637,24,37
Bedroom 87,42,29
Linen Closet 478,2,38
Linen Closet 728,15,20
Attic 919,25,38
Walk-in Closet 488,12,29
Basement 731,38,22
Utility Room 787,11,39
Spare Room 296,9,34
Entryway 1136,34,50
Hallway 55,46,35
Library 257,34,27
Wine Cellar 1257,38,41
Panic Room 1313,7,9
Attic 1270,35,50
Bonus Room 532,45,22
Wine Cellar 196,23,35
Sun Room 101,50,44
Nook 1367,36,21
Pantry 1203,9,27
Powder Room 1170,42,48
Office 505,17,33
Panic Room 1362,44,39
Loft 39,19,27
Conservatory 1173,17,29
Sun Room 150,5,26
Kitchen 49,40,2
Attic 491,27,28
Utility Room 1379,17,2
Exercise Room 1138,27,2
Utility Room 198,22,14
Walkway 622,6,44
Linen Closet 424,20,34
Bonus Room 1012,29,4
Laundry Room 1066,14,35
Hallway 977,42,25
Spare Room 730,14,18
Laundry Room 755,18,1
Bedroom 724,31,50
Attic 516,26,8
Laundry Room 1130,41,39
Foyer 1125,20,47
Linen Closet 1051,48,9
Pantry 310,33,9
Conservatory 781,46,26
Linen Closet 920,28,14
Study 1113,22,26
Nursery 1281,17,49
Powder Room 1271,8,25
Storage 54,33,50
Guest Bathroom 988,15,3
Utility Room 1242,46,44
Study 1106,19,25
Mud Room 682,44,13
Panic Room 1355,26,44
Attic 36,7,34
Entryway 604,34,1
Attic 931,25,29
Wine Cellar 1169,15,22
Garage 398,1,10
Exercise Room 1291,12,48
Bonus Room 1022,37,2
Loft 1102,36,2
Loft 1082,14,11
Game Room 216,27,37
Exercise Room 1206,4,13
Den 904,38,29
Parlor 859,42,21
Garage 503,10,8
Closet 1302,38,33
Exercise Room 1294,30,33
Game Room 288,28,48
Basement 334,35,37
Breakfast Area 238,46,41
Nursery 515,21,31
Powder Room 1151,15,29
Theater 579,35,33
Sun Room 792,7,37
Linen Closet 151,11,38
Den 1194,32,50
Guest Bedroom 719,27,13
Guest Bedroom 1421,16,48
Linen Closet 857,31,22
Keeping Room 1188,24,48
Keeping Room 1267,15,26
Powder Room 540,27,48
Guest Bathroom 1310,34,34
Pantry 123,32,4
Exercise Room 553,19,16
Keeping Room 857,25,47
Utility Room 491,27,28
Linen Closet 908,36,48
Garage 210,47,19
Secret Room 311,17,3
Spare Room 1047,28,45
Laundry Room 738,50,49
Storage 428,21,29
Bonus Room 836,25,32
Loft 934,31,17
Closet 516,47,46
Ballroom 1365,48,24
Bedroom 436,42,20
Sun Room 800,39,37
Conservatory 1053,31,50
Conservatory 58,2,29
Wine Cellar 1102,7,11
Bedroom 162,42,8
Hallway 69,22,4
Guest Bedroom 1073,16,12
Bar 1184,36,42
Spare Room 1259,27,42
Powder Room 33,22,44
Hallway 914,2,13
Linen Closet 306,1,23
Panic Room 474,30,4
Laundry Room 1398,35,13
Walkway 8,35,25
Pantry 779,34,19
Panic Room 511,21,18
Kitchen 771,37,48
Walk-in Closet 1089,12,2
Study 571,38,3
Keeping Room 1233,23,11
Living Room 1378,46,23
Basement 78,47,34
Mud Room 433,33,42
Game Room 410,24,19
Exercise Room 915,44,17
Entryway 1134,1,42
Garage 732,15,23
Linen Closet 1110,34,47
Closet 834,27,40
Keeping Room 907,37,16
Library 1196,9,31
Storage 1006,1,7
Wine Cellar 921,31,29
Spare Room 707,20,30
Storage 1161,3,41
Ballroom 1250,28,7
Foyer 1377,11,35
Linen Closet 308,30,48
Basement 1105,11,25
Kitchen 299,19,41
Bonus Room 1262,6,28
Keeping Room 602,50,47
Breakfast Area 1014,9,4
Storage 1106,7,8
Office 1201,40,3
Office 218,30,6
Spare Room 544,13,5
Dining Room 22,12,31
Music Room 511,22,36
Bar 511,22,4
Exercise Room 109,30,43
Wine Cellar 685,4,13
Loft 228,46,39
Walk-in Closet 559,31,17
Theater 518,12,9
Den 372,3,12
Study 657,50,19
Loft 480,14,27
Utility Room 841,19,46
Utility Room 595,8,4
Den 987,44,28
Attic 354,10,24
Library 1127,9,44
Music Room 1403,32,12
Exercise Room 533,7,5
Study 414,32,21
Mud Room 902,33,38
Guest Bedroom 1102,14,16
Garage 1406,35,5
Closet 1410,46,13
Game Room 322,21,2
Exercise Room 160,8,38
Foyer 372,12,36
Garage 1002,34,26
Foyer 550,26,29
Spare Room 960,38,43
Study 661,50,45
Storage 591,19,23
Sun Room 513,29,50
Entryway 1215,20,48
Conservatory 665,3,50
Bonus Room 941,37,44
Storage 1242,22,6
Entryway 1182,21,13
Den 355,17,4
Den 1215,21,34
Hallway 260,7,10
Hallway 193,22,49
Living Room 194,8,18
Game Room 253,33,24
Living Room 363,8,27
Walkway 359,46,42
Bonus Room 263,29,2
Guest Bathroom 1030,4,30
Attic 132,18,38
Bathroom 1281,25,6
Parlor 1231,47,49
Closet 625,21,41
Ballroom 834,5,13
Utility Room 173,21,38
Mud Room 1173,8,46
Bedroom 15,1,8
Spare Room 97,50,34
Bar 643,20,20
Wine Cellar 95,35,12
Loft 1028,12,42
Guest Bedroom 1257,46,37
Pantry 43,32,19
Guest Bathroom 1167,7,33
Bathroom 1322,45,46
Attic 361,41,28
Spare Room 365,29,11
Guest Bedroom 745,3,34
Study 294,45,13
Sun Room 543,29,27
Sun Room 281,6,36
Ballroom 360,26,37
Bar 495,30,35
Attic 760,18,19
Office 1098,28,9
Study 884,11,1
Bathroom 229,44,30
Storage 3,9,32
Guest Bedroom 775,40,1
Linen Closet 167,21,4
Living Room 503,47,50
Loft 820,8,33
Nursery 1252,22,14
Parlor 357,3,50
Attic 423,19,3
Theater 1353,46,9
Wine Cellar 120,31,29
Hallway 981,21,14
Garage 480,17,19
Spare Room 1133,41,28
Entryway 996,29,34
Keeping Room 642,28,28
Foyer 1369,30,12
Study 1308,23,4
Study 115,19,21
Walk-in Closet 821,24,31
Bedroom 47,5,36
Parlor 1076,34,47
Loft 24,40,33
Spare Room 300,1,36
Loft 486,33,29
Living Room 1070,11,12
Foyer 185,31,4
Hallway 1392,32,27
Nook 1270,22,13
Guest Bedroom 1395,47,33
Nook 1137,8,39
Walk-in Closet 38,45,39
Basement 1073,28,10
Study 1307,7,21
Basement 1125,5,31
Bonus Room 533,9,37
Storage 1110,34,16
Game Room 166,45,32
Walk-in Closet 1139,45,33
Library 764,46,3
Music Room 1420,35,9
Bathroom 1295,46,47
Loft 98,5,4
Office 652,15,3
Ballroom 1210,4,25
Nook 1279,14,48
Dining Room 354,4,12
Breakfast Area 1369,25,21
Theater 182,21,31
Secret Room 322,43,41
Conservatory 645,17,24
Office 1358,17,30
Exercise Room 929,5,47
Mud Room 643,7,6
Attic 1135,35,46
Breakfast Area 585,17,21
Keeping Room 1416,44,50
Living Room 454,38,1
Closet 608,49,11
Storage 94,11,28
Entryway 616,23,13
Garage 1152,44,4
Bar 172,2,7
Mud Room 892,6,32
Walk-in Closet 1120,40,31
Entryway 217,10,5
Bathroom 1257,20,48
Nook 595,43,45
Guest Bathroom 635,4,28
Mud Room 542,25,27
Laundry Room 253,11,24
Pantry 179,44,46
Breakfast Area 166,35,39
Closet 10,37,41
Hallway 678,9,15
Conservatory 170,32,21
Keeping Room 442,4,23
Kitchen 954,20,9
Parlor 404,6,23
Bar 1351,24,8
Living Room 14,9,46
Mud Room 260,47,7
Laundry Room 77,38,14
Conservatory 839,42,18
Garage 913,7,47
Utility Room 1276,6,36
Theater 283,45,18
Nook 1384,17,27
Study 844,38,32
Guest Bedroom 1290,4,17
Dining Room 557,5,3
Mud Room 1306,6,31
Breakfast Area 295,19,17
Guest Bedroom 11,11,35
Exercise Room 944,40,4
Walk-in Closet 1278,38,40
Spare Room 133,5,27
Den 879,7,13
Kitchen 941,35,50
Theater 677,9,32
Office 17,8,1
Linen Closet 806,47,2
Keeping Room 1087,29,49
Game Room 1365,18,11
Dining Room 882,35,11
Entryway 1356,41,6
Basement 466,17,25
Bathroom 138,29,37
Library 639,41,19
Laundry Room 546,29,40
Nursery 1323,18,11
Parlor 267,29,35
Wine Cellar 45,37,23
Library 992,26,2
Guest Bedroom 144,41,27
Walk-in Closet 1237,48,1
Keeping Room 425,19,39
Garage 1338,46,43
Walkway 1047,1,41
Guest Bathroom 98,11,2
Walkway 1174,45,17
Nook 1319,35,10
Theater 1268,5,43
Bar 1252,29,37
Storage 246,7,18
Bar 539,27,20
Library 691,21,29
Library 1206,38,36
Guest Bedroom 268,4,28
Ballroom 824,23,35
Office 1209,46,19
Loft 1333,16,39
Bedroom 501,38,44
Keeping Room 1410,3,40
Hallway 1115,42,5
Game Room 1236,18,28
Study 1410,23,40
Keeping Room 1215,38,6
Ballroom 439,2,21
Utility Room 46,28,22
Guest Bathroom 841,44,5
Ballroom 382,20,19
Bathroom 1060,36,1
Living Room 1228,19,23
Powder Room 1268,3,12
Den 307,41,49
Foyer 814,14,47
Powder Room 212,3,47
Ballroom 201,11,32
Conservatory 289,25,5
Storage 830,18,38
Laundry Room 629,4,15
Storage 119,38,29
Walk-in Closet 832,8,9
Pantry 599,44,4
Bedroom 487,24,33
Panic Room 773,47,34
Music Room 240,39,32
Parlor 889,15,22
Music Room 1174,25,5
Bar 792,35,29
Nursery 998,10,15
Nursery 851,35,41
Breakfast Area 624,44,14
Laundry Room 39,32,19
Powder Room 1036,46,15
Kitchen 264,8,39
Walkway 1297,24,12
Storage 810,5,47
Powder Room 1212,4,7
Powder Room 238,11,35
Wine Cellar 43,3,35
Nook 1145,50,18
Panic Room 915,15,26
Foyer 1175,30,36
Parlor 235,23,22
Wine Cellar 932,12,7
Ballroom 985,23,15
Walkway 303,15,46
Exercise Room 983,4,46
Bathroom 442,18,6
Storage 1273,37,37
Office 935,7,30
Living Room 1031,46,36
Walkway 636,30,4
Game Room 453,26,36
Secret Room 370,25,30
Den 563,4,18
Sun Room 1013,27,1
Dining Room 193,26,33
Parlor 545,40,39
Study 598,23,30
Music Room 1031,30,12
Sun Room 438,33,27
Foyer 1037,29,7
Office 1419,33,28
Storage 1142,5,33
Theater 935,45,26
Foyer 447,38,11
Secret Room 242,27,22
Den 986,34,12
Entryway 538,38,14
Nook 235,41,17
Guest Bathroom,44,28
Bonus Room 1268,37,34
Parlor 1279,41,25
Guest Bedroom 1210,34,49
Guest Bedroom 1127,50,36
Mud Room 1224,47,2
Walkway 814,9,45
Hallway 1118,32,3
Wine Cellar 1201,35,36
Foyer 939,3,27
Bathroom 557,35,40
Conservatory 581,37,18
Office 1010,3,17
Game Room 339,7,21
Ballroom 255,18,19
Mud Room 432,20,5
Study 853,25,19
Linen Closet 882,42,40
Loft 1210,30,33
Loft 1156,14,7
Kitchen 506,27,38
Spare Room 168,43,15
Breakfast Area 1375,2,38
Bathroom 81,32,38
Panic Room 1148,16,18
Parlor 1054,31,44
Closet 1421,27,41
Pantry 879,6,32
Walk-in Closet 484,12,46
Powder Room 1318,8,20
Pantry 51,41,9
Walk-in Closet 500,23,1
Panic Room 102,23,1
Wine Cellar 1391,50,31
Hallway 420,1,19
Library 1407,14,6
Spare Room 984,34,25
Kitchen 706,25,20
Library 1310,36,13
Parlor 579,4,9
Den 591,49,4
Bonus Room 580,49,47
Secret Room 1050,16,12
Keeping Room 13,6,23
Entryway 391,45,4
Foyer 455,43,46
Living Room 898,28,4
Game Room 1136,36,17
Nursery 1224,17,5
Garage 510,48,48
Parlor 196,38,28
Powder Room 310,11,40
Library 835,18,39
Bonus Room 934,24,45
Closet 1194,45,48
Breakfast Area 186,48,12
Sun Room 963,24,29
Music Room 294,2,41
Parlor 83,8,15
Pantry 447,11,3
Parlor 169,18,38
Kitchen 971,25,31
Foyer 1017,36,36
Garage 862,40,17
Music Room 591,42,9
Pantry 61,1,21
Bonus Room 662,49,27
Walk-in Closet 807,37,27
Wine Cellar 1362,5,29
Closet 501,1,20
Theater 1374,32,38
Linen Closet 1157,50,44
Guest Bathroom 830,1,40
Breakfast Area 672,17,1
Music Room 1349,33,48
Pantry 999,49,24
Bar 1002,28,40
Bathroom 327,32,45
Kitchen 1317,16,27
Guest Bedroom 308,45,45
Foyer 901,14,20
Closet 709,33,28
Exercise Room 73,25,21
Secret Room 826,46,18
Ballroom 596,14,42
Office 347,33,50
Storage 220,22,11
Ballroom 6,1,25
Keeping Room 39,19,11
Loft 1001,42,14
Mud Room 661,14,41
Bathroom 399,25,31
Secret Room 572,42,23
Garage 1387,13,24
Exercise Room 473,46,40
Attic 13,43,18
Parlor 384,28,5
Bar 229,43,40
Office 824,30,29
Ballroom 1119,20,47
Garage 659,14,26
Study 1142,21,3
Walkway 517,19,3
Nook 549,46,16
Closet 383,39,6
Breakfast Area 420,41,31
Theater 662,14,19
Wine Cellar 60,46,46
Foyer 341,38,13
Breakfast Area 70,36,9
Kitchen 1267,44,24
Linen Closet 693,15,3
Guest Bedroom 890,4,26
Hallway 1202,24,14
Closet 544,2,49
Ballroom 618,22,26
Kitchen 964,45,13
Utility Room 305,34,50
Linen Closet 800,5,10
Loft 20,12,32
Entryway 206,34,25
Entryway 1387,48,50
Guest Bathroom 1356,23,3
Bonus Room 785,38,18
Powder Room 800,25,8
Laundry Room 1411,46,40
Theater 201,45,4
Garage 549,48,25
Spare Room 965,8,47
Loft 1327,46,32
Dining Room 1094,49,22
Closet 13,20,13
Storage 1152,9,8
Secret Room 870,11,2
Guest Bedroom 904,22,30
Bedroom 620,20,24
Pantry 248,25,11
Library 606,20,40
Secret Room 573,17,20
Library 122,26,13
Utility Room 190,26,37
Exercise Room 844,23,36
Bonus Room 720,9,33
Secret Room 147,12,21
Closet 475,24,21
Kitchen 1181,49,49
Game Room 864,27,39
Guest Bedroom 984,5,45
Dining Room 1281,39,34
Bathroom 386,10,50
Parlor 1296,24,22
Pantry 1204,34,34
Pantry 1254,4,6
Study 1110,34,27
Conservatory 1091,29,19
Sun Room 698,17,39
Panic Room 506,46,14
Bonus Room 695,20,37
Entryway,39,20
Pantry 596,4,18
Parlor 1067,38,19
Guest Bathroom 186,22,44
Entryway 15,27,27
Music Room 945,15,1
Hallway 506,20,14
Linen Closet 951,36,32
Exercise Room 593,44,37
Ballroom 94,22,19
Theater 92,21,23
Storage 230,48,16
Study 625,2,37
Breakfast Area 561,50,32
Study 383,4,17
Bedroom 361,10,35
Den 249,13,47
Kitchen 612,5,39
Bonus Room 944,21,2
Study 883,14,40
Bedroom 141,42,18
Exercise Room 170,43,10
Guest Bedroom 472,1,24
Entryway 895,27,3
Storage 837,18,5
Utility Room 958,1,3
Guest Bedroom 535,27,46
Nook 1309,2,30
Dining Room 800,9,15
Parlor 336,18,31
Walkway 295,41,49
Dining Room 695,21,37
Powder Room 78,8,8
Garage 155,29,45
Utility Room 1291,44,5
Nook 312,23,14
Bonus Room 898,43,15
Nook 157,31,37
Game Room 1121,12,21
Ballroom 1372,23,40
Guest Bedroom 145,32,14
Den 1384,48,35
Parlor 1300,3,20
Keeping Room 500,30,34
Wine Cellar 1326,50,9
Basement 390,28,47
Dining Room 750,23,13
Walk-in Closet 229,27,17
Game Room 677,16,1
Mud Room 1190,40,15
Closet 261,13,20
Kitchen 891,15,14
Keeping Room 262,14,17
Linen Closet 785,40,29
Powder Room 1106,42,38
Guest Bedroom 1213,21,46
Closet 320,43,5
Guest Bathroom 712,16,17
Attic 1298,14,11
Linen Closet 1014,45,39
Attic 1019,7,13
Panic Room 324,40,36
Entryway 436,49,42
Conservatory 256,13,32
Attic 686,16,45
Pantry 1006,29,5
Parlor 730,28,15
Game Room 746,46,10
Living Room 457,25,35
Powder Room 137,30,31
Utility Room 741,37,48
Kitchen 882,47,40
Office 323,38,40
Office 344,10,50
Keeping Room 150,21,36
Den 1030,19,17
Guest Bathroom 1387,28,50
Bar 461,17,16
Attic 987,35,44
Bathroom 989,19,5
Nook 619,22,46
Breakfast Area 230,50,18
Wine Cellar 682,47,7
Office 23,21,20
Game Room 967,29,20
Closet 1271,42,33
Foyer 574,29,17
Nook 521,7,49
Hallway 1196,9,44
Theater 34,13,30
Linen Closet 41,15,13
Storage 726,5,25
Living Room 1293,13,11
Powder Room 1234,30,14
Bar 497,15,29
Mud Room 621,31,30
Guest Bedroom 67,31,49
Secret Room 95,27,9
Den 368,21,43
Secret Room 1203,27,9
Conservatory 729,23,24
Game Room 1007,43,19
Bedroom 411,9,6
Sun Room 537,46,12
Library 906,47,13
Dining Room 930,9,23
Bedroom 1261,3,43
Wine Cellar 661,13,22
Music Room 549,40,37
Living Room 242,1,44
Wine Cellar 885,33,40
Parlor 1143,17,5
Loft 170,3,28
Conservatory 522,3,50
Exercise Room 550,41,15
Bedroom 1011,17,34
Game Room 1284,5,49
Ballroom 760,9,22
Guest Bedroom 957,29,36
Pantry 1337,46,16
Guest Bedroom 616,37,44
Ballroom 398,17,22
Walkway 925,34,50
Foyer 1076,47,19
Mud Room 1052,31,19
Wine Cellar 1398,43,8
Laundry Room 649,47,16
Music Room 1080,14,23
Ballroom 628,35,46
Panic Room 705,49,47
Garage 664,40,27
Breakfast Area 1342,49,38
Pantry 745,48,49
Closet 503,49,5
Study 922,3,19
Music Room 927,34,18
Powder Room 720,40,8
Bonus Room 772,35,43
Panic Room 826,20,11
Guest Bathroom 1134,6,3
Bathroom 316,49,46
Basement 1057,10,6
Bedroom 730,8,16
Sun Room 1221,17,10
Breakfast Area 792,43,47
Laundry Room 296,47,33
Wine Cellar 158,40,4
Nook 855,46,42
Foyer 1291,38,21
Utility Room 1407,35,6
Foyer 133,27,10
Music Room 494,47,33
Conservatory 900,23,28
Exercise Room 110,4,38
Utility Room 382,42,19
Garage 243,30,6
Walkway 414,11,1
Mud Room 1004,42,23
Conservatory 420,36,27
Wine Cellar 1205,41,32
Guest Bathroom 290,33,8
Panic Room 927,18,23
Ballroom 259,24,15
Mud Room 104,38,39
Breakfast Area 1022,38,33
Nursery 1071,25,18
Linen Closet 1321,43,31
Linen Closet 535,27,8
Foyer 505,50,13
Garage 469,18,9
Library 952,48,36
Breakfast Area 1324,49,43
Library 581,50,13
Nook 875,7,13
Bar 654,12,43
Guest Bathroom 1362,31,1
Guest Bathroom 727,50,41
Guest Bedroom 314,8,34
Conservatory 1188,15,32
Panic Room 483,37,36
Music Room 138,48,22
Kitchen 343,21,50
Loft 1360,41,49
Closet 1117,22,20
Game Room 314,11,33
Panic Room 1024,14,41
Keeping Room 1156,30,41
Music Room 1331,44,2
Secret Room 1370,48,5
Walk-in Closet 1173,31,37
Storage 1049,38,18
Guest Bedroom 930,32,26
Guest Bedroom 1225,48,49
Spare Room 535,9,25
Linen Closet 244,46,35
Basement 431,23,38
Nursery 625,38,14
Powder Room 485,19,23
Attic 84,30,47
Secret Room 92,7,42
Attic 488,27,31
Bedroom 719,31,10
Mud Room 746,38,3
Exercise Room 1282,2,22
Laundry Room 754,23,16
Parlor 1278,44,14
Loft 779,34,21
Parlor 1364,33,32
Garage 1305,48,35
Keeping Room 705,10,19
Nursery 40,28,3
Guest Bedroom 847,28,47
Pantry 484,7,20
Mud Room 773,27,12
Breakfast Area 468,16,6
Guest Bedroom 899,38,43
Mud Room 411,44,40
Study 138,27,25
Walkway 202,48,8
Music Room 890,5,38
Wine Cellar 1004,14,46
Den 1080,31,42
Keeping Room 1418,12,4
Bonus Room 1178,16,35
Hallway 201,4,36
Walkway 501,6,25
Garage 863,24,28
Basement 965,46,30
Linen Closet 398,49,2
Living Room 1024,36,46
Den 1050,35,28
Basement 302,12,1
Spare Room 41,3,44
Closet 645,31,2
Garage 885,16,11
Den 1119,26,22
Ballroom 1240,9,48
Study 1370,5,29
Powder Room 435,15,2
Storage 1117,37,26
Mud Room 916,21,41
Entryway 266,28,3
Basement 629,15,33
Game Room 785,13,40
Conservatory 203,39,25
Parlor 940,5,7
Living Room 647,37,23
Theater 11,34,10
Pantry 115,34,8
Powder Room 1334,41,2
Secret Room 1119,7,42
Walkway 864,16,42
Wine Cellar 114,41,35
Game Room 1200,33,38
Study 957,48,20
Bar 185,26,34
Conservatory 931,32,20
Den 1069,17,4
Closet 932,38,28
Sun Room 1041,2,50
Laundry Room 1378,18,25
Kitchen 748,6,30
Living Room 507,35,30
Garage 236,50,31
Office 970,47,33
Theater 815,43,23
Pantry 674,45,45
Guest Bedroom 693,22,23
Conservatory 1157,37,31
Attic 203,18,50
Linen Closet 704,7,13
Kitchen 94,19,4
Bar 140,44,44
Attic 1193,11,27
Linen Closet 411,32,18
Exercise Room 174,40,2
Study 1034,6,35
Loft 677,21,5
Guest Bathroom 906,22,40
Breakfast Area 356,43,27
Den 260,10,26
Walk-in Closet 408,50,6
Office 499,31,37
Closet 637,35,2
Walkway 1262,26,16
Library 1338,37,10
Bonus Room 466,16,29
Basement 821,14,5
Keeping Room 1254,13,17
Panic Room 1113,46,43
Nursery 193,4,4
Nook 944,2,35
Theater 934,46,27
Bathroom 1235,8,15
Foyer 1049,44,21
Walkway 595,20,21
Game Room 483,31,11
Kitchen 526,25,44
Entryway 735,20,19
Walk-in Closet 273,25,36
Bedroom 496,50,2
Dining Room 397,25,16
Walk-in Closet 76,17,23
Utility Room 916,22,20
Garage 665,49,21
Office 1147,27,28
Wine Cellar 545,46,20
Exercise Room 1038,8,2
Bathroom 991,30,37
Bedroom 836,13,49
Nursery 672,24,48
Foyer 896,9,28
Entryway 970,20,50
Walkway 339,47,20
Dining Room 449,32,17
Laundry Room 793,13,31
Exercise Room 653,41,50
Loft 138,43,34
Bathroom 1164,47,46
Theater 183,15,38
Sun Room 461,49,34
Parlor 255,38,44
Bar 858,15,26
Nook 1276,30,45
Basement 1070,39,34
Attic 20,3,23
Panic Room 1081,27,35
Guest Bathroom 1297,37,12
Mud Room 473,23,32
Hallway 811,42,9
Foyer 730,27,35
Closet 579,20,8
Keeping Room 1023,10,47
Den 1042,14,45
Panic Room 949,26,32
Ballroom 951,19,3
Living Room 735,46,29
Guest Bedroom 729,20,36
Exercise Room 724,17,4
Mud Room 675,25,5
Bar 574,50,28
Walk-in Closet 536,32,30
Powder Room 315,1,27
Music Room 1326,9,23
Parlor 476,8,31
Laundry Room 710,14,11
Linen Closet 455,12,34
Powder Room 504,28,41
Ballroom 827,34,32
Storage 1081,26,50
Garage 416,14,41
Office 1328,8,50
Living Room 1020,19,24
Parlor 656,32,18
Bedroom 4,7,31
Wine Cellar 1,12,2
Laundry Room 200,48,8
Guest Bathroom 808,25,36
Garage 401,37,22
Walkway 372,38,19
Living Room 1067,39,35
Powder Room 254,9,28
Guest Bathroom 128,43,35
Sun Room 668,12,1
Powder Room 571,19,20
Keeping Room 692,24,9
Sun Room 1077,13,37
Attic 403,49,10
Guest Bathroom 267,50,47
Living Room 134,22,12
Loft 1344,1,1
Office 859,17,1
Den 1093,2,3
Powder Room 558,37,16
Attic 644,34,18
Dining Room 541,8,46
Bedroom 544,11,12
Attic 398,41,26
Bedroom 262,31,33
Garage 633,12,9
Parlor 159,29,30
Guest Bathroom 1007,25,46
Keeping Room 1050,34,43
Foyer 1371,24,37
Basement 940,33,2
Bathroom 1382,11,26
Basement 159,4,49
Conservatory 43,1,15
Den 929,4,33
Bonus Room 796,48,5
Panic Room 1166,2,21
Wine Cellar 549,29,22
Entryway 782,33,35
Walk-in Closet 234,20,37
Bathroom 1403,13,24
Bonus Room 145,43,24
Pantry 676,3,49
Panic Room 204,23,48
Bar 471,39,22
Walkway 460,1,12
Storage 653,11,38
Garage 1231,6,30
Foyer 819,32,33
Bedroom 199,11,9
Attic 1251,22,29
Office 357,41,43
Walk-in Closet 318,26,50
Foyer 244,15,27
Parlor 1139,27,50
Parlor 1407,18,24
Nursery 723,4,49
Office 301,19,4
Theater 744,43,25
Breakfast Area 931,13,3
Spare Room 412,10,10
Study 934,21,18
Kitchen 1418,16,22
Theater 181,24,34
Mud Room 54,38,21
Guest Bathroom 1285,28,35
Ballroom 148,10,40
Utility Room 583,19,31
Basement 381,19,47
Foyer 1003,47,23
Ballroom 1154,39,12
Powder Room 762,4,8
Basement 771,47,25
Dining Room 621,48,47
Sun Room 799,47,8
Walkway 415,3,27
Ballroom 1396,31,19
Pantry 580,45,38
Bonus Room 441,6,45
Music Room 1274,12,4
Linen Closet 280,33,17
Walkway 88,16,41
Hallway 1205,5,40
Theater 446,20,5
Guest Bathroom 1309,36,12
Conservatory 932,12,3
Kitchen 1227,16,14
Keeping Room 298,13,10
Nook 588,7,14
Panic Room 1192,8,29
Music Room 1215,33,49
Closet 46,35,9
Spare Room 273,45,17
Living Room 879,45,7
Pantry 228,20,38
Storage 461,17,5
Utility Room 1365,15,32
Wine Cellar 407,46,21
Den 961,11,28
Kitchen 920,47,9
Hallway 126,44,50
Ballroom 102,44,33
Spare Room 1189,31,8
Foyer 116,18,46
Kitchen 589,15,29
Dining Room 858,17,32
Kitchen 82,17,32
Closet 1052,22,40
Den 1312,50,22
Office 1329,32,44
Attic 1343,11,23
Kitchen 616,18,25
Walkway 308,46,40
Powder Room 498,9,5
Secret Room 265,12,41
Guest Bathroom 750,13,38
Music Room 1316,40,3
Breakfast Area 107,9,15
Office 709,10,24
Exercise Room 330,25,29
Attic 402,49,37
Wine Cellar 609,29,6
Basement 1321,29,12
Panic Room 124,42,8
Keeping Room 279,8,45
Library 761,44,28
Bar 669,29,18
Hallway 140,4,43
Closet 943,29,27
Loft 627,21,5
Loft 1372,33,28
Wine Cellar 369,30,24
Bedroom 458,43,44
Ballroom 799,5,16
Walk-in Closet 1239,35,7
Closet 609,20,48
Breakfast Area 733,35,40
Sun Room 848,46,30
Dining Room 902,15,40
Game Room 783,32,35
Guest Bathroom 1081,7,33
Hallway 1152,35,19
Nook 698,45,34
Bathroom 720,15,24
Keeping Room 1294,13,15
Nursery 680,33,28
Panic Room 1114,11,31
Game Room 438,2,31
Walkway 785,50,20
Powder Room 175,17,35
Utility Room 1418,29,20
Laundry Room 1421,46,24
Storage 561,38,17
Wine Cellar 413,30,19
Study 600,44,26
Keeping Room 1090,49,6
Kitchen 493,36,24
Game Room 793,14,1
Hallway 654,17,29
Laundry Room 1057,8,38
Mud Room 1041,35,15
Laundry Room 1144,28,31
Laundry Room 275,16,4
Breakfast Area 354,2,19
Breakfast Area 503,38,24
Garage 459,11,26
Nursery 257,31,26
Dining Room 101,49,45
Guest Bedroom 281,26,24
Exercise Room 988,33,32
Hallway 384,47,40
Walk-in Closet 372,14,2
Nursery 1051,37,4
Utility Room 1359,50,8
Den 1289,7,25
Study 98,2,10
Spare Room 491,38,16
Game Room 608,15,7
Pantry 854,33,15
Closet 434,39,32
Breakfast Area 1238,6,29
Breakfast Area 52,34,27
Library 378,8,21
Den 1147,44,31
Attic 1411,9,45
Theater 1421,19,2
Study 1057,12,35
Pantry 759,37,48
Linen Closet 344,16,49
Den 487,7,41
Garage 1334,39,23
Loft 1403,42,23
Game Room 1366,33,27
Entryway 46,9,11
Bonus Room 1013,5,36
Mud Room 1094,28,19
Breakfast Area 1152,42,33
Mud Room 1261,45,26
Ballroom 1321,49,40
